Size,Orien,Match,Probe,Target,correct_response,Task
L,V,Y,那艘遊艇已沉入海中,STI/LARGE/boat_V.jpg,j,V
L,V,Y,桌子被豎起放在儲藏室裡,STI/LARGE/desk_V.jpg,j,V
L,V,Y,那張床墊緊靠著牆壁,STI/LARGE/mattress_V.jpg,j,V
L,V,Y,公文櫃就放在辦公室裡,STI/LARGE/filingcabinet_V.jpg,j,V
L,V,Y,那張沙發放在手推車上移動,STI/LARGE/sofa_V.jpg,j,V
L,V,Y,地板門已開啓讓人進入,STI/LARGE/trapdoor_V.jpg,j,V
L,V,Y,獨木舟正從瀑布頂端落下,STI/LARGE/canoe_V.jpg,j,V
L,V,Y,船錨正被放下,STI/LARGE/anchor_V.jpg,j,V
L,V,N,那台吉普車行駛在馬路上,STI/LARGE/jeep_V.jpg,j,V
L,V,N,那座釣橋橫跨護城河,STI/LARGE/Drawbridge_V.jpg,j,V
L,V,N,公車正行駛在公路上,STI/LARGE/bus_V.jpg,j,V
L,V,N,那具窗框安裝在天花板,STI/LARGE/windowframe_V.jpg,j,V
L,V,N,雲梯正被消防員搬運,STI/LARGE/ladder_V.jpg,j,V
L,V,N,複製的自由女神像正被搬進公園,STI/LARGE/liberty_V.jpg,j,V
L,V,N,那艘太空梭正被搬往博物館,STI/LARGE/spaceshuttle_V.jpg,j,V
L,V,N,重型吊臂靜止在路邊的吊車上,STI/LARGE/crane_V.jpg,j,V
L,H,Y,鐵達尼號正航向目的地,STI/LARGE/Titanic_H.jpg,j,V
L,H,Y,酒桶被放置在酒窖中,STI/LARGE/barrel_H.JPG,j,V
L,H,Y,降落傘從噴射機尾張開,STI/LARGE/Parachute_H.jpg,j,V
L,H,Y,巡曳飛彈正在海面飛行,STI/LARGE/missle_H.jpg,j,V
L,H,Y,戰鬥機在雲層下飛行,STI/LARGE/jetfighter_H.jpg,j,V
L,H,Y,那台自動販賣機躺在貨車中,STI/LARGE/vending_H.jpg,j,V
L,H,Y,那台大冰箱躺在貨運卡車裡,STI/LARGE/refrigerator_H.jpg,j,V
L,H,Y,停車場閘門擋住準備繳費的車子,STI/LARGE/gate_arms_H.jpg,j,V
L,H,N,那台客機從雲層墜落,STI/LARGE/aeroplane_H.jpg,j,V
L,H,N,那台直立式鋼琴正放在手推車上,STI/LARGE/Uprightpiano_H.jpg,j,V
L,H,N,火箭已發射昇空,STI/LARGE/rocket_H.jpg,j,V
L,H,N,拆房用的金屬球已擊中牆壁,STI/LARGE/wreckingball_H.jpg,j,V
L,H,N,那座路燈就設在路旁,STI/LARGE/streetlantern_H.jpg,j,V
L,H,N,鐵桶放在工廠裡,STI/LARGE/steelbarrel_H.jpg,j,V
L,H,N,這隻豬的屠體被掛起來,STI/LARGE/pig_H.jpg,j,V
L,H,N,砂石車正在傾倒砂石,STI/LARGE/dump-truck_H.JPG,j,V
S,V,Y,這支火柴夾在我的手指裡,STI/SMALL/007-allumette_match_r.jpg,j,V
S,V,Y,那支拐杖正握在老人手中,STI/SMALL/066-canne_cane_r.jpg,j,V
S,V,Y,試管就放在試管架,STI/SMALL/126-eprouvette_test-tube_r.jpg,j,V
S,V,Y,花盆擺在門口前,STI/SMALL/242-pot_jar_r.jpg,j,V
S,V,Y,那支保齡球瓶站在球道盡頭,STI/SMALL/248-quille_skittle_r.jpg,j,V
S,V,Y,鑰匙圈掛在牆上,STI/SMALL/keychain_r.jpg,j,V
S,V,Y,樹枝被插進土裡,STI/SMALL/branch02_r.jpg,j,V
S,V,Y,那支糖果棒掛在聖誕樹上,STI/SMALL/candycane01a_r.jpg,j,V
S,V,N,有根胡蘿蔔放在超市蔬果區,STI/SMALL/carrot01_r.jpg,j,V
S,V,N,那根大葱放在廚房的桌子上,STI/SMALL/leek_r.jpg,j,V
S,V,N,那支菊花掉在花店地上,STI/SMALL/daisy_r.jpg,j,V
S,V,N,畚箕就放在儲藏室裡,STI/SMALL/dustpan_r.jpg,j,V
S,V,N,釣竿在那位釣客手裡,STI/SMALL/fishingrod_r.jpg,j,V
S,V,N,湯匙放在盤子上面,STI/SMALL/spoon_V.jpg,j,V
S,V,N,漏斗就放在碗盤旁邊,STI/SMALL/funnel_r.jpg,j,V
S,V,N,眼藥膏被收在抽屜裡,STI/SMALL/gluetube_r.jpg,j,V
S,H,Y,這頂帽子在模特兒的頭上,STI/SMALL/hat.jpg,j,V
S,H,Y,有支牙刷放在洗手台,STI/SMALL/toothbrush_H.jpg,j,V
S,H,Y,玻璃瓶被倒放在酒櫃裡,STI/SMALL/beerbottle.jpg,j,V
S,H,Y,那條牛仔褲就放在床上,STI/SMALL/jeans01.jpg,j,V
S,H,Y,那棵生玉米被丟在廚房角落,STI/SMALL/cornhusk.jpg,j,V
S,H,Y,冰淇淋勺就在櫃子上,STI/SMALL/measuringspoon.jpg,j,V
S,H,Y,那隻手套放在駕駛座前,STI/SMALL/glove_H.jpg,j,V
S,H,Y,鐵釘放在工具箱中,STI/SMALL/nail.jpg,j,V
S,H,N,相框放在書桌上,STI/SMALL/pictureframe04.jpg,j,V
S,H,N,剃刀放在杯子裡,STI/SMALL/razor01.jpg,j,V
S,H,N,那支螺絲起子正被使用,STI/SMALL/screwdriver04b.jpg,j,V
S,H,N,這貝殼就在遊客手裡,STI/SMALL/seashell01.jpg,j,V
S,H,N,那隻鞋靠在牆上,STI/SMALL/shoe.jpg,j,V
S,H,N,訂書機放在筆筒裡,STI/SMALL/stapler03a.jpg,j,V
S,H,N,那支餐叉放在瓶子裡,STI/SMALL/tongs01b.jpg,j,V
S,H,N,保特瓶就放在冰箱裡,STI/SMALL/waterbottle01b.jpg,j,V
F,F,F,衣服就放在衣櫥裡,STI/Filler/spatula04.jpg,f,V
F,F,F,巨型煉油廠就在大馬路旁,STI/Filler/castletower.jpg,f,V
F,F,F,這卷底片就在相機中,STI/Filler/candle08b.jpg,f,V
F,F,F,那顆膠囊放在桌子上,STI/Filler/staple.jpg,f,V
F,F,F,那隻鋸子放在工具箱中,STI/Filler/034-biberon_feeding-bottle.jpg,f,V
F,F,F,漢堡就在托盤裡,STI/Filler/earring01.jpg,f,V
F,F,F,蠟燭立在餐桌上,STI/Filler/041-bonbon_candy.jpg,f,V
F,F,F,錄音帶放在錄音機裡,STI/Filler/166-klaxon_horn.jpg,f,V
F,F,F,蘋果就在桌子上,STI/Filler/075-carte_playing-card.jpg,f,V
F,F,F,耳環就在盒子旁邊,STI/Filler/078-cassette_cassette.jpg,f,V
F,F,F,小麥長在麥田裡,STI/Filler/089-chronometre_stop-watch.jpg,f,V
F,F,F,救生圈被放在甲板上,STI/Filler/294-ventilateur_fan.jpg,f,V
F,F,F,貨物列車在鐵路上行駛,STI/Filler/293-usine_factory.jpg,f,V
F,F,F,戰艦航行在大海,STI/Filler/240-pont_bridge.jpg,f,V
F,F,F,床舖就放在房間裡,STI/Filler/airhockeytable.jpg,f,V
F,F,F,直昇機正停在跑道上,STI/Filler/ferry.jpg,f,V
F,F,F,那台警車行駛在馬路上,STI/Filler/282-tractopelle_digger.jpg,f,V
F,F,F,木筏正向碼頭移動,STI/Filler/cow.jpg,f,V
F,F,F,那隻牛生活在農場裡,STI/Filler/boxtrailer.jpg,f,V
F,F,F,教堂在廣場旁邊,STI/Filler/093-chapiteau_big-top.jpg,f,V
F,F,F,那間小屋位在森林裡,STI/Filler/barn.jpg,f,V
F,F,F,那艘軍艦正駛向港口,STI/Filler/freighttruck.jpg,f,V
F,F,F,那台電動機車行駛在隧道裡,STI/Filler/desk02.jpg,f,V
F,F,F,那間雞舍在花園裡,STI/Filler/025-barre_bar.jpg,f,V
F,F,F,那件帳篷架在空地上,STI/Filler/castle.jpg,f,V
F,F,F,那台休旅車在馬路上行駛,STI/Filler/027-batterie_drum-set.jpg,f,V
F,F,F,那台雲梯車行駛在馬路上,STI/Filler/sailboat.jpg,f,V
F,F,F,烘衣機放在浴室裡,STI/Filler/260-sapin_fir-tree.jpg,f,V
F,F,F,那台卡車停在工廠裡,STI/Filler/071-bateau_boat.jpg,f,V
F,F,F,機庫就在飛機旁邊,STI/Filler/church.jpg,f,V
F,F,F,那座燈塔位於港口入口,STI/Filler/submarine.jpg,f,V
F,F,F,那盞桌燈就擺在店裡,STI/Filler/dentalfloss03b.jpg,f,V
F,F,F,城堡就建在山上,STI/Filler/lighthouse.jpg,f,V
F,F,F,貨輪航行到港口,STI/Filler/Generic_High_Speed_Train_01.jpg,f,V
F,F,F,那台摩托車停在停車場裡,STI/Filler/035-bibliotheque_book-shelves.jpg,f,V
F,F,F,那顆球就在桌球桌上,STI/Filler/faucet.jpg,f,V
F,F,F,那台計算器放在桌子上,STI/Filler/strap.jpg,f,V
F,F,F,那支瑞士刀放在桌子上,STI/Filler/filmroll.jpg,f,V
F,F,F,鬧鐘被放在床上,STI/Filler/flower.jpg,f,V
F,F,F,手電筒放在手提箱中,STI/Filler/scrubbingbrush05b.jpg,f,V
F,F,F,魔術方塊就在架子上,STI/Filler/solderingiron.jpg,f,V
F,F,F,電腦顯示器放在書桌上,STI/Filler/fryingpan02a.jpg,f,V
F,F,F,飛鏢盤就掛在牆上,STI/Filler/mirror.jpg,f,V
F,F,F,杯子放在餐桌上,STI/Filler/kiwi03.jpg,f,V
F,F,F,有隻蝦子在水族箱中,STI/Filler/laptopopen.jpg,f,V
F,F,F,有顆牙齒在鐵盤之中,STI/Filler/156-hot-dog_hot-dog.jpg,f,V
F,F,F,電話設置在茶几上,STI/Filler/briefcaseclosed.jpg,f,V
F,F,F,文件夾就在書架上,STI/Filler/pillow.jpg,f,V
F,F,F,氣球在小孩子的手裡,STI/Filler/pill.jpg,f,V
F,F,F,那盞燈安裝在牆上,STI/Filler/ribbon04.jpg,f,V
F,F,F,籃球架就設置在球場邊,STI/Filler/uprightpiano01.jpg,f,V
F,F,F,書架放置在房間裡,STI/Filler/briefcaseclosed.jpg,f,V
F,F,F,電風扇裝在天花板,STI/Filler/chair.jpg,f,V
F,F,F,辦公椅放在辦公室裡,STI/Filler/microwave.jpg,f,V
F,F,F,影印機在桌子旁邊,STI/Filler/cooler01.jpg,f,V
F,F,F,乒乓球桌就在房間裡,STI/Filler/020-baignoire_bathtub.jpg,f,V
F,F,F,那間狗屋蓋在大門旁,STI/Filler/ironbarrel.jpg,f,V
F,F,F,雨傘被放在海灘上,STI/Filler/tv.jpg,f,V
F,F,F,大白菜就放在貨架上,STI/Filler/umbrellaopen.jpg,f,V
F,F,F,錘子放在工作桌上,STI/Filler/rubikcube.jpg,f,V
F,F,F,玩具恐龍站立在桌子上,STI/Filler/usbkey.jpg,f,V
F,F,F,撲克牌在魔術師手中,STI/Filler/weight01.jpg,f,V
F,F,F,碼錶就在教練手中,STI/Filler/wheel01.jpg,f,V
F,F,F,垃圾桶設在人行道上,STI/Filler/woodboard.jpg,f,V
